model,item_id,task_family,source,stratum,direction,s,Y_base,Y_admit_pre,Y_admit_post,Y_admit,Y_exclude_pre,Y_exclude_post,E,L_pre,L_post,gain_pre,gain_post,e_pos,claim
gemma3-12b,g24a_fever_104747,g24a_fever,fever,fever/SUPPORTS,increase,1.0,66.7057608292935,98.35502871039677,99.97252440035712,99.16377655537694,92.40133912020312,99.72227520417935,32.458015726083445,25.695578290909623,33.01651437488586,0.7916558580708466,1.017206801965827,True,Dulquer Salmaan received an award nomination.
gemma3-12b,g24a_fever_104970,g24a_fever,fever,fever/REFUTES,decrease,-1.0,88.9632315699646,98.35502332540005,98.94055601865222,98.64778967202614,55.513065939407774,99.99949089575631,-9.68455810206153,33.45016563055683,-11.036259325791704,-3.45396922379312,1.139572834349813,False,The Independent Spirit Awards are held in the hotel before the Academy Awards.
gemma3-12b,g24a_fever_105216,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.90553522734642,99.99210733838746,90.21336168333738,95.10273451086242,98.77527934559224,55.55684144534477,6.1971992835159995,9.86974411824582,-33.34869378200165,1.5926136415361796,-5.381252442648765,True,Night of the Living Dead is not a series of seven zombie horror films.
gemma3-12b,g24a_fever_105298,g24a_fever,fever,fever/REFUTES,decrease,-1.0,0.013019024188776138,0.09541190927760555,5.605232919493835,2.85032241438572,55.54020214391803,0.6704810478058106,-2.837303390196944,-55.52718311972925,-0.6574620236170345,19.570407349308873,0.2317207338096468,False,Bonobos live north of the river.
gemma3-12b,g24a_fever_106114,g24a_fever,fever,fever/SUPPORTS,increase,1.0,27.780637059069505,99.99992751582394,99.99991434671045,99.9999209312672,99.98075815266124,99.99956145470996,72.21928387219769,72.20012109359173,72.21892439564046,0.9997346584239208,0.9999950224297728,True,French Indochina was officially known as the Indochinese Federation after 1947.
gemma3-12b,g24a_fever_106478,g24a_fever,fever,fever/REFUTES,decrease,-1.0,54.71154879254248,8.838532368262358e-05,0.00011332023488038616,0.00010085277928150487,0.0023479765216398527,0.031216179518215717,54.7114479397632,54.70920081602084,54.68033261302426,0.9999589277230456,0.9994312830694375,True,AMGTV airs only drama programming.
gemma3-12b,g24a_fever_10670,g24a_fever,fever,fever/REFUTES,decrease,-1.0,88.96324794638396,6.11744597677385e-05,0.00010148176214769618,8.132811095771733e-05,7.22408720313337e-05,0.3301520313465951,88.96316661827301,88.96317570551193,88.63309591503736,1.000000102146082,0.9962898049183442,True,Flaked was cancelled in 2016.
gemma3-12b,g24a_fever_106836,g24a_fever,fever,fever/SUPPORTS,increase,1.0,56.21644103278118,88.89387106995643,88.8927697221783,88.89332039606737,78.83283634826961,51.06499033397767,32.67687936328619,22.616395315488433,-5.151450698803508,0.6921222514564496,-0.15764818425689,True,Exotic Birds opened for an award-winning music duo.
gemma3-12b,g24a_fever_107305,g24a_fever,fever,fever/SUPPORTS,increase,1.0,77.76920951362872,99.99969895876252,99.99709552086627,99.9983972398144,99.99513544191798,99.84365947857593,22.22918772618567,22.225925928289257,22.074449964947206,0.9998532650883788,0.9930389826589936,True,Kentucky inmates who do not choose electrocution and inmates who committed their crimes after the designated date are put to death by lethal injection instead of the electric chair.
gemma3-12b,g24a_fever_108315,g24a_fever,fever,fever/SUPPORTS,increase,1.0,33.13752145762143,80.25137676205652,78.0284158174282,79.13989628974235,80.25564708039634,72.22652485671628,46.00237483212092,47.11812562277491,39.08900339909485,1.0242541998043746,0.8497170752976247,True,The Danish language is spoken in North America.
gemma3-12b,g24a_fever_108956,g24a_fever,fever,fever/REFUTES,decrease,-1.0,66.63418333771898,0.0007626816490825431,0.0005245673971939583,0.0006436245231382507,3.5701422085163452,0.017104081737983046,66.63353971319584,63.064041129202636,66.617079255981,0.946430902525109,0.9997529703917022,True,Vedam is a Telugu language translation computer program.
gemma3-12b,g24a_fever_110276,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.55347407918086,2.416617822775562e-06,2.4298063390815865e-06,2.423212080928574e-06,6.803642132940818e-06,3.301767908040828e-06,55.55347165596878,55.55346727553873,55.55347077741295,0.9999999211493014,0.9999999841854018,True,Stanley Williams is currently a college student in 2017.
gemma3-12b,g24a_fever_112301,g24a_fever,fever,fever/SUPPORTS,increase,1.0,99.15712514015455,99.99862323980139,99.99773564781475,99.99817944380807,99.99941933469603,55.533507632790474,0.8410543036535216,0.8422941945414806,-43.623617507364074,1.0014742102651075,-51.86777752383411,True,Johnny Galecki acted in Roseanne for five years.
gemma3-12b,g24a_fever_112438,g24a_fever,fever,fever/SUPPORTS,increase,1.0,66.60010043314256,99.9998670399786,99.99974801146149,99.99980752572004,99.99654132633691,89.31379482418653,33.399707092577486,33.39644089319435,22.713694391043973,0.999902208741709,0.6800566941526174,True,The Mirny (sloop-of-war) was the second ship of the First Russian Antarctic Expedition.
gemma3-12b,g24a_fever_112585,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.89062409487778,88.93410213506667,88.9018419533908,88.91797204422873,55.561144572258264,55.52719341702716,0.02734794935095408,-33.329479522619515,-33.363430677850616,-1218.7195132953088,-1219.9609648862638,True,A sailor shirt is typically worn by Donald Duck.
gemma3-12b,g24a_fever_1126,g24a_fever,fever,fever/REFUTES,decrease,-1.0,88.87227708152042,4.871636534284681,4.867596919601455,4.869616726943068,55.60663355490845,9.8807587281879,84.00266035457736,33.265643526611974,78.99151835333252,0.3960070238989676,0.9403454369172038,True,Wildfang is a US-based men's apparel company featuring clothing that is tomboyish in style.
gemma3-12b,g24a_fever_11290,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.55000221424581,0.00030937055208897496,0.0003494164797608891,0.000329393515924932,96.97253500047196,55.52395731268108,55.54967282072988,-41.42253278622616,0.02604490156473105,-0.7456845501125653,0.00046885787516306814,True,Talulah Riley did not appear in The Boat That Rocked.
gemma3-12b,g24a_fever_112940,g24a_fever,fever,fever/REFUTES,decrease,-1.0,53.92098203676619,8.858317915624769e-05,7.815529044238146e-05,8.336923479931457e-05,0.003297981026592831,0.0007397171899370469,53.92089866753139,53.9176840557396,53.92024231957625,0.9999403828224078,0.9999878275775932,True,Syco was established by two women.
gemma3-12b,g24a_fever_112965,g24a_fever,fever,fever/SUPPORTS,increase,1.0,99.9998368193519,99.9998415515196,99.99963142616629,99.99973648884294,99.9845467286386,99.98776586251125,-0.00010033050895685847,-0.015290090713293125,-0.012070956840645408,152.3972206686181,120.31192671250028,False,A. P. J. Abdul Kalam was voted in as President of India.
gemma3-12b,g24a_fever_112981,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.96325324344009,98.94056090877689,97.97304709286279,98.45680400081983,55.49479675468315,55.511170827047756,9.493550757379737,-33.46845648875694,-33.45208241639234,-3.52538869218564,-3.52366393473892,True,Toy Story 2 was released worldwide in 1999.
gemma3-12b,g24a_fever_113686,g24a_fever,fever,fever/SUPPORTS,increase,1.0,66.64366426311652,88.86764275615059,78.19239021693711,83.53001648654384,66.51104061830632,55.68286665231605,16.886352223427323,-0.13262364481019517,-10.96079761080047,-0.007853895444997257,-0.6490920872533962,True,Georgians arose from an ancient kingdom on the coast of the Black Sea and they are significant.
gemma3-12b,g24a_fever_114475,g24a_fever,fever,fever/SUPPORTS,increase,1.0,97.52506167513648,99.99518391201698,99.99924222265774,99.99721306733736,88.88885656312007,99.94185531731804,2.472151392200871,-8.636205112016412,2.4167936421815597,-3.493396536822891,0.9776074595617591,True,Bones is a work.
gemma3-12b,g24a_fever_114748,g24a_fever,fever,fever/REFUTES,decrease,-1.0,77.93371170502363,99.67429814128096,93.75358459167508,96.71394136647802,99.92833948070518,10.485611596164345,-18.7802296614544,-21.99462777568155,67.44810010885928,1.1711586158514644,-3.591441708899522,False,Kung Fu Panda made $75 million during its opening weekend.
gemma3-12b,g24a_fever_115175,g24a_fever,fever,fever/REFUTES,decrease,-1.0,89.94832548778862,10.812876874643555,10.313228249488612,10.563052562066083,6.814977607592824,55.535611347848125,79.38527292572255,83.1333478801958,34.4127141399405,1.0472137314181709,0.4334899014851158,True,Japan is represented by several localized governments.
gemma3-12b,g24a_fever_115863,g24a_fever,fever,fever/REFUTES,decrease,-1.0,22.195116773176405,0.0005841000694875543,2.9888769390241965,1.494730519546842,0.002027591605835754,1.3255522826414678,20.700386253629564,22.19308918157057,20.869564490534938,1.0721099070158306,1.0081727091868014,True,Trollhunters is only hand-drawn.
gemma3-12b,g24a_fever_116423,g24a_fever,fever,fever/SUPPORTS,increase,1.0,77.79069558262599,88.92411236162123,88.8989584380862,88.9115353998537,55.33975661468254,52.91509117644494,11.120839817227719,-22.450938967943443,-24.875604406181047,-2.018816864277088,-2.2368458511240576,True,The Vandals founded kingdoms in Spain and North Africa.
gemma3-12b,g24a_fever_117900,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.54917776118171,35.797649468252715,35.3361429969398,35.56689623259626,55.536796245561135,24.360428050860108,19.982281528585453,0.012381515620575101,31.188749710321602,0.0006196247211742486,1.560820252967853,True,Angelsberg had a population of 283 in 2015.
gemma3-12b,g24a_fever_118840,g24a_fever,fever,fever/REFUTES,decrease,-1.0,66.6818295832478,0.5269805756222232,0.045229935338140355,0.2861052554801818,55.53913971620605,27.7949790307976,66.39572432776762,11.142689867041753,38.886850552450205,0.1678224009129715,0.585683053331601,True,The Indian Army is not an all-volunteer force.
gemma3-12b,g24a_fever_119298,g24a_fever,fever,fever/REFUTES,decrease,-1.0,62.312819832770884,66.69485291846384,55.779670721107145,61.23726181978549,64.08462784477952,55.55603895124469,1.0755580129853968,-1.7718080120086341,6.756780881526197,-1.6473383960858377,6.282116631507013,True,Marvel vs. Capcom: Infinite is a standalone game.
gemma3-12b,g24a_fever_119875,g24a_fever,fever,fever/SUPPORTS,increase,1.0,59.12135167757718,99.99822925015643,94.44444361418196,97.2213364321692,77.9999185626716,55.53069723671874,38.099984754592015,18.878566885094415,-3.5906544408584438,0.49550064144892,-0.09424293642074696,True,Liam Neeson has been nominated for a Golden Globe Award.
gemma3-12b,g24a_fever_119918,g24a_fever,fever,fever/REFUTES,decrease,-1.0,97.97301508676982,0.00045152749524681016,4.172171498557093e-05,0.00024662460511619053,55.482049531465925,0.0005246026797339073,97.97276846216471,42.490965555303895,97.97249048409009,0.43370179512394946,0.9999971627006261,True,A Good Day to Die Hard was directed by John Moore in 2008.
gemma3-12b,g24a_fever_120364,g24a_fever,fever,fever/SUPPORTS,increase,1.0,99.15712278598083,99.99996071700318,99.99957114214914,99.99976592957616,99.94817784402973,55.419112002038695,0.8426431435953248,0.7910550580488973,-43.73801078394214,0.9387782527650846,-51.9057338997908,True,L.A. Reid has been the CEO of Arista Records.
gemma3-12b,g24a_fever_120520,g24a_fever,fever,fever/SUPPORTS,increase,1.0,0.025151110610206896,99.99741331295242,99.99860909935198,99.9980112061522,55.54452949564074,21.647258117505302,99.97286009554199,55.51937838503053,21.622107006895096,0.5553445038180543,0.2162797681914001,True,Aarhus is found on the east coast of the Jutland peninsula.
gemma3-12b,g24a_fever_120681,g24a_fever,fever,fever/SUPPORTS,increase,1.0,55.54925000949735,99.9995871790701,99.99983379055169,99.99971048481089,99.99886065085695,99.99779960155325,44.45046047531354,44.449610641359605,44.448549592055905,0.9999808813239537,0.9999570109457314,True,The Mirny (sloop-of-war) was an expedition's second ship.
gemma3-12b,g24a_fever_121242,g24a_fever,fever,fever/REFUTES,decrease,-1.0,0.011646641832118543,0.12213356815434927,2.027020108416394,1.0745768382853715,34.14594305621284,55.48008743832432,-1.062930196453253,-34.13429641438073,-55.4684407964922,32.113394208085175,52.18446233024265,False,A monster is only found in reality.
gemma3-12b,g24a_fever_121880,g24a_fever,fever,fever/REFUTES,decrease,-1.0,66.40920563506089,11.075956971238716,1.645002931920934,6.3604799515798245,11.07606997450534,2.9884009334923127,60.04872568348106,55.33313566055554,63.42080470156857,0.9214706062576322,1.0561557132096668,True,Rupert Murdoch lacks control of 21st Century Fox.
gemma3-12b,g24a_fever_12319,g24a_fever,fever,fever/SUPPORTS,increase,1.0,55.551802699925034,99.99773778817601,99.99925566073871,99.99849672445737,98.35428135419971,95.02556366048124,44.446694024532334,42.80247865427468,39.473760960556206,0.9630070265889713,0.8881146691983138,True,Adam Lambert's album premiered at number one on the U.S. Billboard 200.
gemma3-12b,g24a_fever_123447,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.55006051027371,0.00014794663691589072,0.004850061938997699,0.002499004287956795,0.00021337076920082754,0.00556257518195994,55.547561505985755,55.54984713950451,55.54449793509175,1.000041147324145,0.9999448477878966,True,Project Y was a movie.
gemma3-12b,g24a_fever_12403,g24a_fever,fever,fever/REFUTES,decrease,-1.0,67.16639735947571,99.99922644475696,99.99383016489628,99.99652830482663,55.67032179600519,66.54031089488521,-32.830130945350916,11.49607556347052,0.6260864645905002,-0.3501684346799257,-0.019070483320114826,False,The Challenge XXX: Dirty 30 is a contestant in a reality game show.
gemma3-12b,g24a_fever_12421,g24a_fever,fever,fever/SUPPORTS,increase,1.0,99.92560418176146,99.9833160889872,99.99889551978826,99.99110580438773,55.54054494342042,55.37918784945293,0.06550162262627168,-44.385059238341036,-44.546416332308524,-677.61770561908,-680.0811116767915,True,Catherine Keener was in the cast of Into the Wild.
gemma3-12b,g24a_fever_124341,g24a_fever,fever,fever/SUPPORTS,increase,1.0,66.76147543035285,99.90469086732254,99.99626656726457,99.95047871729355,88.95846633541471,99.84343985978649,33.189003286940704,22.196990905061867,33.08196442943364,0.668805589404247,0.9967748697789554,True,Half Girlfriend's principal photography began in 2016.
gemma3-12b,g24a_fever_124862,g24a_fever,fever,fever/REFUTES,decrease,-1.0,56.587775472746024,2.5396042021384933e-05,0.008937656880703323,0.004481526461362354,3.25203580356574e-05,0.32621022079922046,56.58329394628466,56.58774295238799,56.261565251946806,1.0000786275558216,0.994314069190753,True,How to Train Your Dragon 2 used old animation software.
gemma3-12b,g24a_fever_124904,g24a_fever,fever,fever/REFUTES,decrease,-1.0,66.67080593162258,88.88960124778662,66.59016766725898,77.7398844575228,11.073773406156173,0.2005250440043465,-11.069078525900224,55.59703252546641,66.47028088761823,-5.022733590278222,-6.0050419492540685,False,Legendary Entertainment is a rival of Wanda Group.
gemma3-12b,g24a_fever_124993,g24a_fever,fever,fever/REFUTES,decrease,-1.0,67.19360844774289,20.14386776523993,43.159729932614795,31.651798848927363,55.511355310903234,55.51157939487539,35.541809598815526,11.682253136839655,11.682029052867499,0.32869044285322435,0.32868413805404034,True,Doxycycline commonly causes headaches.
gemma3-12b,g24a_fever_125630,g24a_fever,fever,fever/SUPPORTS,increase,1.0,77.97756944378494,99.99853267952699,99.95476501462501,99.976648847076,95.13520763994008,95.13407430436204,21.999079403291063,17.157638196155133,17.1565048605771,0.7799252814910224,0.7798737640817137,True,Kellogg's products are marketed in over 180 countries and manufactured in 18.
gemma3-12b,g24a_fever_125803,g24a_fever,fever,fever/REFUTES,decrease,-1.0,0.027485169070103996,8.858131679939783e-05,7.286564678686465e-06,4.793394073904215e-05,55.50454129005217,55.49893844259233,0.027437235129364954,-55.47705612098206,-55.47145327352223,-2021.9623391136533,-2021.758133134683,True,Jason Bourne is a book.
gemma3-12b,g24a_fever_126775,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.88847596663135,69.12970032498284,88.83093208067278,78.98031620282781,88.73271158761237,84.68703273648163,-9.908159763803539,-0.15576437901897577,-4.201443230149721,0.015720818268192823,0.42403870449267694,False,A near-Earth object is one whose orbit brings it into proximity with Earth and it is in the universe.
gemma3-12b,g24a_fever_126818,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.91624646390511,89.94831499121838,94.44443448162042,92.1963747364194,55.533568492752956,55.54078567769071,3.2801282725142897,-33.382677971152155,-33.375460786214404,-10.177247716463114,-10.175047441248811,True,Scandal is a band from America.
gemma3-12b,g24a_fever_127197,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.55250315148711,0.01156659155330818,0.0007390741979000023,0.006152832875604091,0.003807682618166716,1.6477573795542473,55.5463503186115,55.54869546886894,53.90474577193286,1.0000422197001961,0.9704462212681397,True,Trevor Griffiths was born in an outer city area.
gemma3-12b,g24a_fever_129554,g24a_fever,fever,fever/SUPPORTS,increase,1.0,61.09665296487741,99.99994074508673,99.99913741227732,99.99953907868203,99.99824590809281,51.3170093281408,38.90288611380463,38.901592943215405,-9.779643636736608,0.9999667590063771,-0.25138606961261717,True,Ragtime features a Star Wars actor.
gemma3-12b,g24a_fever_129996,g24a_fever,fever,fever/REFUTES,decrease,-1.0,78.1922912074653,4.187312033793486e-05,5.3924933085367314e-05,4.789902671165109e-05,0.0020224244110443918,0.0010432213527338653,78.19224330843859,78.19026878305426,78.19124798611257,0.9999747478100028,0.9999872708304058,True,Keegan-Michael Key has yet to appear at a White House Correspondents' Dinner.
gemma3-12b,g24a_fever_130059,g24a_fever,fever,fever/REFUTES,decrease,-1.0,89.94782302212266,9.995566949202427e-05,0.00016549030171097778,0.00013272298560150102,1.6452719638086222,0.0007085785816119353,89.94769029913707,88.30255105831404,89.94711444354105,0.9817100446342555,0.9999935978834577,True,The 100 is not a TV series following a group of teens.
gemma3-12b,g24a_fever_130108,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.524606958522206,2.9342995460434438e-05,0.00011674763388844014,7.30453146744373e-05,1.6359185326783743,6.748346088165715e-06,55.524533913207534,53.88868842584383,55.52460021017612,0.9705383301385159,1.0000011940121585,True,"Shomu Mukherjee was born on April 10, 2008."
gemma3-12b,g24a_fever_131174,g24a_fever,fever,fever/REFUTES,decrease,-1.0,42.41790828315528,12.143342553776657,11.039006445930438,11.591174499853548,22.227201434796555,11.622941890584531,30.82673378330173,20.190706848358722,30.794966392570746,0.6549739258881735,0.9989694856758328,True,Virginia has had a tourism-based economy for its full history.
gemma3-12b,g24a_fever_131663,g24a_fever,fever,fever/REFUTES,decrease,-1.0,77.763324520313,0.00011381534799657004,0.051308389765515876,0.025711102556756224,0.013048108275059467,0.10807341910459835,77.73761341775625,77.75027641203795,77.6552511012084,1.0001628940447869,0.9989405088099986,True,The Icelandic Coast Guard is rarely responsible for Iceland's coastal defense.
gemma3-12b,g24a_fever_131971,g24a_fever,fever,fever/REFUTES,decrease,-1.0,99.9992656443963,11.198544553698305,11.093762298748329,11.146153426223318,77.96768278497383,99.87174070714688,88.85311221817298,22.03158285942247,0.1275249372494187,0.24795510601052856,0.0014352332075469637,True,Colin Kaepernick is not a starter for the San Francisco 49ers.
gemma3-12b,g24a_fever_13230,g24a_fever,fever,fever/SUPPORTS,increase,1.0,90.53362276140246,99.99967528976207,99.9785901676226,99.98913272869234,67.5937087210691,99.9960390157201,9.455509967289885,-22.93991404033335,9.462416254317645,-2.426089562560985,1.0007303981542668,True,A View to a Kill is the third James Bond film directed by John Glen.
gemma3-12b,g24a_fever_132766,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.52353440501457,0.035508942866032046,0.00031432536495350325,0.017911634115492774,0.0003572682943118817,53.90474647070643,55.50562277089908,55.523177136720264,1.6187879343081448,1.0003162628386972,0.029164395488178462,True,Wilhelmina Slater's middle name is Natasha.
gemma3-12b,g24a_fever_133680,g24a_fever,fever,fever/SUPPORTS,increase,1.0,66.57212188159485,91.86978801580862,89.14417569020378,90.50698185300621,78.26103254627239,57.22287575965029,23.934859971411356,11.688910664677536,-9.34924612194456,0.4883634447261937,-0.3906121085776825,True,The State of Palestine claims the Gaza Strip.
gemma3-12b,g24a_fever_1357,g24a_fever,fever,fever/SUPPORTS,increase,1.0,55.46960882509356,99.94198937997751,99.87792001902298,99.90995469950025,75.78073861895153,55.32912117505896,44.44034587440669,20.311129793857972,-0.14048765003460062,0.4570425678337307,-0.003161263650639313,True,Brian Michael Bendis began teaching at the University of Oregon in fall of 2013.
gemma3-12b,g24a_fever_135910,g24a_fever,fever,fever/REFUTES,decrease,-1.0,77.80599632136791,0.0002107675170889222,0.5269954214148588,0.26360309446597385,0.25616714707653654,0.0038896757277586324,77.54239322690194,77.54982917429138,77.80210664564015,1.0000958952526482,1.0033493087836256,True,Fred Seibert has only produced animated programs.
gemma3-12b,g24a_fever_137040,g24a_fever,fever,fever/REFUTES,decrease,-1.0,66.7876926288286,0.01971791071974717,0.00839509051623751,0.014056500617992341,0.0103875326285031,0.851432244547556,66.7736361282106,66.7773050962001,65.93626038428104,1.0000549463561106,0.9874594856221139,True,The Raven (2012 film) was released in Ireland in April 2012.
gemma3-12b,g24a_fever_137414,g24a_fever,fever,fever/SUPPORTS,increase,1.0,55.499956587570686,99.99974914463957,99.99982548236304,99.9997873135013,55.51530154733374,55.449477763106046,44.499830725930615,0.015344959763055499,-0.05047882446464058,0.0003448318681831254,-0.0011343599209519225,True,Stanley Williams lost his life in 2005.
gemma3-12b,g24a_fever_138501,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.672382673757106,0.0001911060853042763,4.301444355996189e-05,0.0001170602644321191,0.0001600092372714008,0.00042366001241076086,55.67226561349268,55.672222664519836,55.6719590137447,0.9999992285391592,0.9999944927740123,True,Marjorie Gross has yet to write for a television show.
gemma3-12b,g24a_fever_13872,g24a_fever,fever,fever/SUPPORTS,increase,1.0,89.21445247253088,93.0837844098527,99.99841018485536,96.54109729735403,55.55519711454505,99.90662553701262,7.326644824823148,-33.65925535798583,10.692173064481736,-4.594088585261576,1.4593546323217361,True,Tool has produced albums.
gemma3-12b,g24a_fever_138986,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.88651238449528,89.303554441413,88.90551156327196,89.10453300234248,77.767841188717,87.57404349870723,0.21802061784720195,-11.118671195778276,-1.31246888578805,-50.99825560337926,-6.019930127470254,True,Recovery features collaboration between Lil Wayne and Eminem.
gemma3-12b,g24a_fever_139059,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.55313095843055,11.910487773888299,21.464819783576708,16.687653778732503,15.005560093789237,2.5549494050031667,38.86547717969805,40.547570864641315,52.998181553427386,1.0432798927738867,1.3636313098224808,True,"Murda Beatz was born on February 21, 1994."
gemma3-12b,g24a_fever_139306,g24a_fever,fever,fever/SUPPORTS,increase,1.0,88.22136297684825,99.99210048038384,99.99575517670644,99.99392782854514,89.40570601442664,90.16851021024134,11.772564851696885,1.1843430375783868,1.947147233393082,0.1006019548414445,0.16539702757402286,True,A Floppy disk is sealed in plastic.
gemma3-12b,g24a_fever_141587,g24a_fever,fever,fever/SUPPORTS,increase,1.0,78.83702374472824,99.9999005063828,98.94055078557038,99.4702256459766,55.486630880429466,54.5615797427869,20.633201901248356,-23.350392864298776,-24.275444001941345,-1.131690223168224,-1.1765233587169341,True,The sixth most populous German state is Saxony.
gemma3-12b,g24a_fever_141801,g24a_fever,fever,fever/SUPPORTS,increase,1.0,77.74359187086037,99.92562921238749,99.99210123781243,99.95886522509997,99.98684106310162,99.99290480363067,22.2152733542396,22.24324919224125,22.249312932770295,1.0012593064940303,1.001532260170195,True,TakePart is a division of a film production company.
gemma3-12b,g24a_fever_141838,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.553810872339014,3.674561992280014e-05,4.724200801730247e-05,4.19938139700513e-05,4.2186204446384605e-05,0.5302382773870153,55.55376887852504,55.55376868613457,55.023572594952,0.9999999965368601,0.9904561599640093,True,Half Girlfriend's principal photography ended in January of 2016.
gemma3-12b,g24a_fever_14227,g24a_fever,fever,fever/REFUTES,decrease,-1.0,55.18192997510893,3.2429566967892215e-05,0.003290224874224838,0.0016613272205963652,0.007172727403323587,0.004343239125176076,55.18026864788833,55.17475724770561,55.17758673598375,0.9999001200915151,0.9999513972662639,True,Seohyun is only a cook.
gemma3-12b,g24a_fever_142313,g24a_fever,fever,fever/SUPPORTS,increase,1.0,22.15039305590358,88.86758963369465,78.10210844303872,83.48484903836669,55.32342738272073,53.47361262066849,61.33445598246311,33.173034326817145,31.32321956476491,0.5408547902715899,0.5106953190180885,True,A.J. Styles's weight class is heavyweight.
gemma3-12b,g24a_fever_143242,g24a_fever,fever,fever/REFUTES,decrease,-1.0,0.3319912164801054,0.00016627971435895415,1.2028291656572119e-05,8.915400300776314e-05,0.0021013162478946603,4.2903043538574105e-05,0.33190206247709764,0.3298899002322107,0.3319483134365668,0.9939374819491344,1.0001393512264551,True,Castlevania was developed for the Nintendo Wii.
